Unnamed: 0,Gene,pval_adj_SC,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Chromosome Position,Total_Mutations
82429,MRPL22,0,1152.64199,0.472319002,0.06789857,6.95624372,3.49465088788002e-12,8.12609040538916e-12,5q33.2,1
82400,NDUFB4,0,5227.593208,0.628479904,0.079357347,7.919618417,2.38240576417713e-15,6.42609826957718e-15,3q13.33,1
82362,BAMBI,0,3776.309052,1.477128866,0.147141738,10.03881619,1.02901641642722e-23,3.999738445213261e-23,10p12.1,1
82396,LTBP4,0,6733.968953,-2.046422867,0.128222209,-15.959972,2.42840319340809e-57,3.2265473454797496e-56,19q13.2,10
82397,MYH14,0,5608.839618,0.562620484,0.158265982,3.5549047,0.000378116,0.000550963,19q13.33,17
82399,SEPHS2,0,5167.493495,0.788833219,0.072990346,10.80736367,3.17668401288674e-27,1.4223537799590398e-26,16p11.2,2
82433,GRSF1,0,6726.912829,0.414004107,0.05893232,7.025077392,2.13947625763407e-12,5.02300434152806e-12,4q13.3,1
82435,TPD52,0,7788.77195,1.637013691,0.130342658,12.55930878,3.5340662893637394e-36,2.21005853415035e-35,8q21.13,5
82406,SSBP1,0,4074.326824,1.11918831,0.067379742,16.61016011,5.88359582429675e-62,9.0306135587966e-61,7q34,1
82439,EEF2,0,147396.5132,-0.446444031,0.077723337,-5.744015223,9.2457470550063e-09,1.79488923401144e-08,19p13.3,9
82440,SEPHS1,0,5484.093674,1.17614547,0.063676719,18.47057281,3.56283627667335e-76,8.33616790295791e-75,10p13,3
82342,MRPL18,0,2785.900764,0.889971693,0.067215338,13.24060431,5.11357080358562e-40,3.65941698760141e-39,6q25.3,4
82376,EFNA4,0,1211.158386,1.883457805,0.106763772,17.64135684,1.18579172792451e-69,2.31912335290109e-68,1q21.3,2
82377,COL8A1,0,4336.53713,0.735420759,0.173070541,4.249254417,2.14483208491263e-05,3.40877637352002e-05,3q12.1,8
92017,HLA-DRA,0,42564.85516,0.968161076,0.1237775,7.821785644,5.207923717017851e-15,1.38162644406394e-14,6p21.32,1
92028,HLA-C,0,57207.15821,1.267637696,0.104718524,12.10519069,9.91387276230159e-34,5.65925506746558e-33,6p21.33,3
82353,FUNDC1,0,915.2739993,0.523062869,0.071327006,7.333307539,2.24540857193205e-13,5.51959114171536e-13,Xp11.3,3
82354,MRPL16,0,2109.445575,0.423862542,0.064169587,6.605349341,3.96581039640452e-11,8.755815680715429e-11,11q12.1,1
82355,ENSA,0,12685.98023,0.716675556,0.059175196,12.11108039,9.22707175069772e-34,5.27190585494004e-33,1q21.3,3
82356,SDHD,0,3164.262778,-0.202609936,0.071825983,-2.820844613,0.00478974,0.006393206,11q23.1,1
82325,S100A2,0,2037.65677,3.237686513,0.25975704,12.46428782,1.16911560289256e-35,7.15263136387012e-35,1q21.3,1
92021,IGKC,0,198143.8757,1.934858413,0.247190758,7.827389785,4.981029675719061e-15,1.32344599582255e-14,2p11.2,1
92003,ZFP36L2,0,10567.76391,-1.124660159,0.089289228,-12.59569814,2.2297826060435495e-36,1.40080579828263e-35,2p21,5
92004,HLA-DPA1,0,16242.687,0.552058021,0.122101532,4.521302965,6.14601510256069e-06,1.01234070877172e-05,6p21.32,1
92006,MT2A,0,9650.926487,0.343324518,0.146439198,2.344485105,0.019053372,0.024134019,,1
21,MTDH,0,12239.06273,0.779766109,0.066901586,11.65542044,2.1531502858678303e-31,1.13055121468692e-30,8q22.1,4
82372,NIT2,0,3096.033288,0.541176773,0.064978069,8.32860661,8.179938886411941e-17,2.3678380729435597e-16,3q12.2,2
82341,NR1H2,0,3743.931536,0.154786375,0.069730947,2.219765862,0.026434665,0.033017088,19q13.33,5
17,LAPTM4B,0,12174.80438,1.774302493,0.095136177,18.65013447,1.25960084579709e-77,3.10625987499525e-76,8q22.1,4
18,RPL15,0,50370.7273,-0.444588765,0.068740241,-6.467663742,9.95296676627851e-11,2.14583234495808e-10,3p24.2,2
22,MYLK,0,18884.33347,-1.814916916,0.144579942,-12.55303389,3.8256612071265695e-36,2.38851727692582e-35,3q21.1,22
23,PCP4,0,75.30399054,2.292302502,0.287830145,7.964080691,1.66456613612754e-15,4.523564573334691e-15,21q22.2,1
24,PFN2,0,7229.959653,1.586267802,0.11193195,14.17171598,1.3710874481189e-45,1.19680089989123e-44,3q25.1,1
14,TMED2,0,18789.25195,0.727159119,0.062462444,11.64154122,2.53394767970811e-31,1.32831475909508e-30,12q24.31,3
82386,ARL6IP5,0,11909.99134,-0.530055642,0.067992749,-7.795767237,6.401829863399631e-15,1.69134546625152e-14,3p14.1,1
82330,HSF1,0,5264.569927,1.092352413,0.076161292,14.34261918,1.18497485123463e-46,1.0749374702500101e-45,8q24.3,3
91999,DUSP1,0,20836.89264,-2.657629721,0.146441512,-18.14806262,1.33010071574093e-73,2.8966302306703097e-72,5q35.1,2
92000,BRI3,0,4426.385354,0.504621621,0.083593597,6.036606176,1.57389207645136e-09,3.18094315588284e-09,7q21.3,1
92015,UBC,0,42719.87493,-0.1387087,0.061487692,-2.255877485,0.024078305,0.030189933,12q24.31,16
95768,RPL10A,0,40704.22464,-0.229707181,0.073228513,-3.136854371,0.001707709,0.002367862,6p21.31,2
82363,IFNGR2,0,4209.295528,0.488093849,0.071933268,6.785370098,1.15789295223956e-11,2.62623645604306e-11,21q22.11,1
82364,FADS2,0,8836.406462,2.003384305,0.182818372,10.95833137,6.0606508304575e-28,2.78514124151276e-27,11q12.2,9
82365,MAP3K13,0,2554.199503,0.816081328,0.095498277,8.545508376,1.27971679856581e-17,3.83995096923422e-17,3q27.2,15
82368,COMMD3,0,558.1138865,0.656045671,0.075249987,8.718216355,2.82618524139211e-18,8.7372204385029e-18,10p12.2,1
82370,TATDN1,0,1481.69388,0.703990667,0.072727727,9.67981125,3.67393641273814e-22,1.3451935880685901e-21,8q24.13,3
30379,MOB1A,0,9866.203794,0.355077768,0.047793002,7.429492826,1.09014859265456e-13,2.71807549040552e-13,2p13.1,2
30372,ALDH2,0,13045.44275,-2.403566677,0.168987112,-14.22337269,6.56129263663719e-46,5.79314130356747e-45,12q24.12,1
30375,PARP14,0,6726.756238,0.901425395,0.10929802,8.247408298,1.61866622658781e-16,4.61932622687993e-16,3q21.1,11
30376,GRB2,0,9707.592983,0.442482804,0.046641659,9.486858265,2.3810227399282506e-21,8.3697878871864e-21,17q25.1,2
30377,SLC7A7,0,1177.212968,0.978387105,0.118520726,8.254987424,1.5191823617194299e-16,4.34058567266553e-16,14q11.2,4
30378,MS4A4A,0,1138.973941,-0.81325475,0.158531996,-5.129909246,2.89881900153357e-07,5.16164653024808e-07,11q12.2,1
30369,KLF6,0,20137.95569,-1.080558803,0.103086375,-10.48207195,1.04430378332002e-25,4.385207351012911e-25,10p15.2,1
30348,PPT1,0,12227.25106,0.338931747,0.060803852,5.574182188,2.48695365316171e-08,4.71442473960682e-08,1p34.2,1
30351,DAB2,0,6241.83425,-1.06721978,0.104710708,-10.19207871,2.15114564943828e-24,8.57152241539417e-24,5p13.1,9
30384,PLXDC2,0,9924.724061,-0.221837797,0.099069826,-2.239206495,0.025142483,0.031468699,10p12.31,4
30385,CXCL2,0,913.6051044,-2.813107597,0.177764898,-15.82487671,2.09609298134792e-56,2.6882112259452696e-55,4q13.3,2
30386,GRINA,0,14538.04221,0.581195371,0.081127052,7.164014401,7.83481678456666e-13,1.87663913643815e-12,8q24.3,3
30387,CXCL16,0,5452.744236,0.85488277,0.102326985,8.354421591,6.57541077602735e-17,1.91145198710395e-16,17p13.2,1
30360,TIMP1,0,13998.67536,1.147511843,0.111652866,10.2774956,8.9010431556542e-25,3.60285683511353e-24,Xp11.3,1
30353,ADA2,0,3893.07162,0.405436293,0.129161062,3.138997817,0.001695267,0.00235146,22q11.1,2
30354,LILRB4,0,1343.369963,1.507209402,0.149671253,10.07013282,7.48768967589687e-24,2.9210820276892503e-23,19q13.42,2
30356,CCDC88A,0,2771.637041,0.568088003,0.11085322,5.124686533,2.98033166187299e-07,5.30383482651843e-07,2p16.1,12
30359,FN1,0,136227.5201,2.533639025,0.154787533,16.36849539,3.2105326878404e-60,4.68776865668995e-59,2q35,22
30388,IL4I1,0,734.6280503,3.71409564,0.165328559,22.46493692,9.14416585973428e-112,5.36513658057681e-110,19q13.33,2
30361,CD4,0,4227.018379,0.626755728,0.12148209,5.159243877,2.47949162413444e-07,4.4322674276198e-07,12p13.31,7
30334,LIMS1,0,5036.64572,0.175868902,0.078484151,2.240820597,0.025037698,0.031341638,2q12.3,4
30335,LGALS9,0,2767.074813,1.286533193,0.130560761,9.853903913,6.59321297643996e-23,2.48716838706208e-22,17q11.2,3
30368,ATP6V1B2,0,6193.250099,0.391668609,0.065318105,5.996325313,2.01832502324862e-09,4.06120439392218e-09,8p21.3,3
30409,CAP1,0,21424.68338,0.465166879,0.052555023,8.85104515,8.67034715871826e-19,2.74322692261162e-18,1p34.2,2
30410,MACROH2A1,0,8400.817658,0.99352397,0.05531382,17.9615867,3.89512409800556e-72,8.11420748581267e-71,5q31.1,3
30411,GNS,0,16383.6352,-0.789637241,0.087674169,-9.006498185,2.12740961603464e-19,6.912189821039912e-19,12q14.3,3
30381,RHOA,0,31628.48463,-0.132944615,0.060670103,-2.191270647,0.028432213,0.035429008,3p21.31,6
30382,QKI,0,9523.698361,-0.688976482,0.093623912,-7.358979851,1.85320997747344e-13,4.57131481458028e-13,6q26,2
30383,LRRFIP1,0,8020.187547,-0.231457486,0.065558852,-3.530529891,0.000414728,0.000602436,2q37.3,7
30406,TNFAIP3,0,2938.74248,0.42137503,0.101881927,4.135915375,3.53542471423406e-05,5.54398517100896e-05,6q23.3,11
30417,PYCARD,0,888.3622106,1.234976515,0.142430107,8.670754671,4.2926569866120495e-18,1.31753186602366e-17,16p11.2,1
30418,PLEKHO1,0,3142.192295,1.37612075,0.098969158,13.90454141,5.944665287352031e-44,4.92462643364145e-43,1q21.2,2
30419,ABCA1,0,4314.755906,-1.474076899,0.125454103,-11.74992973,7.0677597233425e-32,3.7888247569726e-31,9q31.1,11
30420,CYRIB,0,4736.942589,1.151964662,0.066741811,17.26001506,9.408639236417313e-67,1.67297638915572e-65,8q24.21,8
30421,FCGR1A,0,228.7172215,2.079033446,0.152312842,13.64975808,2.0254985862690697e-42,1.58941578225597e-41,1q21.2,7
30422,KLF4,0,5625.796014,-3.015823145,0.145944669,-20.66415418,7.28217625545867e-95,2.7611824829492103e-93,9q31.2,3
30423,RASGEF1B,0,1643.23103,0.269763864,0.098249979,2.745688769,0.006038402,0.007993154,4q21.21,2
30390,FOSB,0,20220.27376,-4.08441821,0.224683392,-18.17854973,7.63256897900848e-74,1.67741659142333e-72,19q13.32,3
30391,TPM3,0,23288.23451,1.4810688,0.058275236,25.41506296,1.7189177026709e-142,1.69123872017661e-140,1q21.3,8
30392,TMEM176B,0,4840.124348,0.551395609,0.116271189,4.742323629,2.11280747270161e-06,3.58284640014612e-06,7q36.1,2
30393,CCR1,0,1092.43185,0.976498743,0.152808507,6.390342798,1.65514284029259e-10,3.52643759398707e-10,3p21.31,4
30394,WSB1,0,5098.779677,-0.65465267,0.06419774,-10.19744113,2.03565105284744e-24,8.11975074842639e-24,17q11.1,4
30395,HCLS1,0,2774.677682,0.7369054,0.118002178,6.244845772,4.24218489296852e-10,8.81231695068146e-10,3q13.33,5
30366,LCP2,0,1478.21239,0.841620778,0.106308014,7.916814046,2.43673761159593e-15,6.566186491022421e-15,5q35.1,4
30400,SERPING1,0,29304.68735,-1.027794119,0.105875112,-9.707608345,2.79825829248936e-22,1.02987499711684e-21,11q12.1,2
30403,SERPINB1,0,3598.515202,-0.325103727,0.080420319,-4.042557067,5.28714391200443e-05,8.18651788360238e-05,6p25.2,2
